DAY,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_AVG,PRECIPITATION
24/01/1980,8.9,3.7,6.3,0
25/01/1980,8.6,3.1,5.8,0.2
26/01/1980,7,2.3,4.6,8.2
27/01/1980,8.3,-1.3,3.5,0
28/01/1980,7.8,-1.8,3,0
29/01/1980,8.5,0.9,4.7,0
30/01/1980,7.6,0.5,4.1,0.2
31/01/1980,10.6,3.1,6.9,0.1
01/02/1980,11.8,4,7.9,0
02/02/1980,10.2,-0.5,4.8,3.2
03/02/1980,11.5,2.9,7.2,0
04/02/1980,13.2,1.5,7.4,0
05/02/1980,10.4,1,5.7,0
06/02/1980,7,0.3,3.7,0.2
07/02/1980,9.6,3.4,6.5,0.2
08/02/1980,8.7,1,4.8,0
09/02/1980,7.2,0.6,3.9,0
10/02/1980,4.4,1.9,3.1,0
11/02/1980,7.9,3.5,5.7,0
12/02/1980,9.9,1.1,5.5,0
13/02/1980,6.6,-0.6,3,0
14/02/1980,10.3,1.2,5.8,0.2
15/02/1980,10.1,0.1,5.1,0
16/02/1980,8.9,-0.5,4.2,0
17/02/1980,10.1,2.1,6.1,0.2
18/02/1980,10.1,0.2,5.2,0.1
19/02/1980,8.6,0.8,4.7,0
20/02/1980,7.5,1.3,4.4,6.6
21/02/1980,8.1,0.1,4.1,0.1
22/02/1980,8.9,1.6,5.3,0
23/02/1980,11.9,-0.5,5.7,0
24/02/1980,10,-0.7,4.7,0
25/02/1980,12.6,-2.2,5.2,0
26/02/1980,15.5,-0.2,7.7,0
27/02/1980,14.3,-0.7,6.8,0
28/02/1980,11,-1.4,4.8,0
29/02/1980,10.2,-0.3,4.9,0
01/03/1980,11.1,-1.8,4.7,0
02/03/1980,11.9,-0.8,5.6,0
03/03/1980,15.1,6,10.6,0.1
04/03/1980,11.4,1.3,6.4,0
05/03/1980,10.6,-0.8,4.9,0
06/03/1980,10.2,2.9,6.6,0
07/03/1980,10,4.6,7.3,0.3
08/03/1980,12.7,1.3,7,5.4
09/03/1980,12.2,3.8,8,1
10/03/1980,14.8,2.4,8.6,0
11/03/1980,12.3,2,7.2,0
12/03/1980,13.3,1.7,7.5,0
13/03/1980,14.7,2.5,8.6,0
14/03/1980,11.6,6.6,9.1,3.2
15/03/1980,12.3,5.1,8.7,21
16/03/1980,10.2,6.2,8.2,6.4
17/03/1980,12.9,5.4,9.2,0.1
18/03/1980,13.5,3.3,8.4,0
19/03/1980,13.4,2.7,8,0.2
20/03/1980,12.3,6.2,9.2,3.2
21/03/1980,15.3,5.3,10.3,0
22/03/1980,12,3.3,7.6,3.4
23/03/1980,10.6,6.7,8.7,1
24/03/1980,12.2,6.8,9.5,0.5
25/03/1980,14.8,6,10.4,0
26/03/1980,15.7,7.7,11.7,0.4
27/03/1980,14.1,5.9,10,2.8
28/03/1980,15.5,7.6,11.5,0
29/03/1980,13.6,7.5,10.6,2.2
30/03/1980,15.3,7.1,11.2,5.4
31/03/1980,17,5.7,11.4,0
01/04/1980,18.3,7.6,13,0
02/04/1980,17.7,7.7,12.7,1.8
03/04/1980,15.7,5.4,10.6,0.2
04/04/1980,15.2,3.4,9.3,0
05/04/1980,12.3,2.9,7.6,0
06/04/1980,12.1,2.4,7.3,0
07/04/1980,14.2,3,8.6,0
08/04/1980,15.6,5.7,10.7,9.6
09/04/1980,12,6.5,9.3,14.6
10/04/1980,14,3.4,8.7,0
11/04/1980,15.2,1.6,8.4,0
12/04/1980,15.8,3.3,9.5,0
13/04/1980,16,3.7,9.8,0
14/04/1980,17.2,2.3,9.8,0
15/04/1980,17,4.9,11,0
16/04/1980,16.9,10.1,13.5,0.8
17/04/1980,17.3,10.5,13.9,0
18/04/1980,19.6,9.9,14.8,0
19/04/1980,19.4,10.5,15,0.1
20/04/1980,17.1,5.3,11.2,36.8
21/04/1980,10.8,4.6,7.7,6
22/04/1980,15.4,4.3,9.9,0
23/04/1980,17.1,5.9,11.5,0
24/04/1980,18.3,4.9,11.6,0
25/04/1980,16.9,5.9,11.4,1.6
26/04/1980,16.1,5.1,10.6,0
27/04/1980,12.2,7.5,9.9,0.1
28/04/1980,13.2,6.2,9.7,0
29/04/1980,16.9,4.1,10.5,0
30/04/1980,17.6,4.9,11.2,3
01/05/1980,16.3,10.2,13.3,2
02/05/1980,21,11.7,16.4,0
03/05/1980,21.5,10,15.7,0
04/05/1980,17.2,11,14.1,0.3
05/05/1980,15.8,11.1,13.4,1.6
06/05/1980,18.8,9.5,14.2,1.6
07/05/1980,17.5,11.2,14.4,14.2
08/05/1980,20.9,9.1,15,0.1
09/05/1980,21.2,11.6,16.4,24.2
10/05/1980,20,11.6,15.8,3.4
11/05/1980,20.9,11.8,16.4,0
12/05/1980,22.6,9.8,16.2,0
13/05/1980,22,8.9,15.5,2.8
14/05/1980,17.1,12.7,14.9,15.8
15/05/1980,13.8,10.3,12,12.8
16/05/1980,12.1,8.7,10.4,10.6
17/05/1980,12.5,8.4,10.5,19.4
18/05/1980,18.7,8.4,13.6,0
19/05/1980,19.7,7.5,13.6,0
20/05/1980,21.8,9.6,15.7,0
21/05/1980,23.7,10,16.8,0
22/05/1980,23,10.3,16.7,1.9
23/05/1980,15.9,12.9,14.4,44.2
24/05/1980,20.7,11.6,16.2,0.1
25/05/1980,21.6,9.4,15.5,2.2
26/05/1980,22.7,12.3,17.5,0.2
27/05/1980,20,12.8,16.4,4.6
28/05/1980,20.8,13.3,17.1,11
29/05/1980,21.5,11.5,16.5,0.2
30/05/1980,20.9,10,15.4,0.4
31/05/1980,22.7,10.8,16.7,0
01/06/1980,20,11.5,15.8,5.7
02/06/1980,24.1,10.8,17.5,0
03/06/1980,25.1,12.3,18.7,0
04/06/1980,27,13.5,20.3,0
05/06/1980,28.6,15,21.8,0.1
06/06/1980,27.5,16.2,21.9,0
07/06/1980,26.4,14.7,20.5,0.1
08/06/1980,19.8,16.3,18.1,17.8
09/06/1980,20.2,15.8,18,20.4
10/06/1980,23.7,14.9,19.3,4.4
11/06/1980,24.4,12.9,18.6,0
12/06/1980,25.2,13.7,19.4,0
13/06/1980,27.3,14.7,21,0
14/06/1980,29,15.8,22.4,0.2
15/06/1980,29.3,18.1,23.7,0
16/06/1980,28.6,14.7,21.6,0
17/06/1980,27.4,15,21.2,0
18/06/1980,24.1,15.2,19.6,5.2
19/06/1980,25,14.6,19.8,0.2
20/06/1980,27.1,14.3,20.7,0
21/06/1980,27.5,16.8,22.2,0
22/06/1980,25.4,16.6,21,0.2
23/06/1980,24.7,16.9,20.8,0.1
24/06/1980,24.5,14.6,19.6,0
25/06/1980,25,13.8,19.4,0
26/06/1980,24.9,13.8,19.4,0
27/06/1980,23.1,11.9,17.5,34.6
28/06/1980,24.9,10,17.5,0
29/06/1980,26.3,13.8,20.1,0.6
30/06/1980,24,15.8,19.9,0.1
01/07/1980,26.5,15.7,21.1,0
02/07/1980,27.2,16.2,21.7,0
03/07/1980,26.4,12.6,19.5,0.4
04/07/1980,27.3,13,20.2,0
05/07/1980,26.4,16.2,21.3,0
06/07/1980,26.3,15.7,21,0
07/07/1980,27,17.2,22.1,0
08/07/1980,29.3,19.6,24.5,0
09/07/1980,25.8,17,21.4,0
10/07/1980,27.5,14.8,21.1,0
11/07/1980,25.4,13.8,19.6,0.5
12/07/1980,25.8,14.7,20.2,0.2
13/07/1980,26.4,13.9,20.1,0
14/07/1980,26.8,15.3,21.1,0
15/07/1980,28.3,16.7,22.5,0
16/07/1980,26.8,17.6,22.2,0
17/07/1980,23,17.3,20.1,3
18/07/1980,26,15.3,20.6,0
19/07/1980,27.6,17.4,22.5,0
20/07/1980,28.8,17.5,23.2,0
21/07/1980,28.1,16,22.1,0
22/07/1980,27.3,13.3,20.3,0
23/07/1980,29.4,14.3,21.9,0
24/07/1980,29.5,16.2,22.9,0
25/07/1980,30.3,17.5,23.9,0
26/07/1980,31.2,18.8,25,0
27/07/1980,30.8,19.2,25,0
28/07/1980,31.2,18.1,24.7,0
29/07/1980,31.5,19.4,25.5,0
30/07/1980,31,19.1,25.1,0
31/07/1980,30.6,20,25.3,0
01/08/1980,31.8,19.3,25.6,0
02/08/1980,32.6,20.4,26.5,0
03/08/1980,32.8,21.5,27.2,0
04/08/1980,32.8,21.7,27.3,0
05/08/1980,32.8,20.8,26.8,0
06/08/1980,33.4,22.2,27.8,0
07/08/1980,32.9,21.7,27.3,0
08/08/1980,34,19.1,26.6,0
09/08/1980,29.5,17.1,23.3,0
10/08/1980,31.1,18.6,24.9,0
11/08/1980,31,19.6,25.3,0
12/08/1980,30.9,19.5,25.2,0
13/08/1980,28.6,18.6,23.6,0.4
14/08/1980,28.9,16.8,22.9,0
15/08/1980,29.9,17.6,23.8,0
16/08/1980,24.3,17.8,21.1,33.6
17/08/1980,27.4,17.5,22.5,0
18/08/1980,29.1,18.2,23.7,0
19/08/1980,28.1,18,23,0
20/08/1980,29,18.3,23.7,0
21/08/1980,30.8,19.2,25,0
22/08/1980,30.6,18.3,24.4,0
23/08/1980,27.5,18.3,22.9,3.8
24/08/1980,23.5,13.8,18.7,0
25/08/1980,24.4,12.5,18.5,0
26/08/1980,25.6,13.3,19.5,0
27/08/1980,26.9,16.2,21.5,0.5
28/08/1980,26.5,19.1,22.8,0
29/08/1980,28.5,17,22.7,0
30/08/1980,29.4,17.9,23.7,0
31/08/1980,25.1,15.3,20.2,0.6
01/09/1980,27.1,13.9,20.5,28.4
02/09/1980,23.8,12.9,18.4,0
03/09/1980,23.9,12,17.9,0
04/09/1980,25.4,12.4,18.9,0
05/09/1980,26.1,13.6,19.8,0
06/09/1980,23.4,16,19.7,0
07/09/1980,25.8,15.8,20.8,0
08/09/1980,26.6,14.7,20.7,0
09/09/1980,25.7,16.2,20.9,0
10/09/1980,21.3,13.8,17.5,0
11/09/1980,24.5,11.8,18.2,0
12/09/1980,25.3,13.7,19.5,0
13/09/1980,26.4,15.1,20.7,0
14/09/1980,25.5,16.8,21.1,0
15/09/1980,26.5,16.3,21.4,0
16/09/1980,25.6,15.6,20.6,0
17/09/1980,25.9,15.2,20.5,0
18/09/1980,25.7,16.5,21.1,0
19/09/1980,26.1,15.6,20.8,0
20/09/1980,26.9,16.6,21.7,0
21/09/1980,26.6,16.3,21.5,0
22/09/1980,27.3,16.7,22,0.2
23/09/1980,26.2,17.9,22.1,1.4
24/09/1980,26.2,16.7,21.4,0
25/09/1980,25.7,15.2,20.5,0.1
26/09/1980,25.8,14,19.9,0
27/09/1980,24.5,14.6,19.5,0
28/09/1980,24.1,14.8,19.5,0
29/09/1980,24.2,13.7,18.9,0
30/09/1980,24.4,12.9,18.7,0
01/10/1980,23.8,13.8,18.8,0
02/10/1980,23.2,12.6,17.9,0
03/10/1980,23.4,11.1,17.2,0
04/10/1980,23.5,12.1,17.8,0
05/10/1980,24.2,14.3,19.3,0
06/10/1980,24,14.5,19.2,0
07/10/1980,25.4,13.5,19.4,0
08/10/1980,23.6,16.2,19.9,18.8
09/10/1980,19,9.6,14.3,0.1
10/10/1980,14.4,8,11.2,1.8
11/10/1980,12.3,7.4,9.8,24.6
12/10/1980,14.1,7.9,11,0.2
13/10/1980,17.3,7.8,12.6,0.1
14/10/1980,18.5,7,12.8,0.2
15/10/1980,15.5,8.1,11.8,0
16/10/1980,21,11.7,16.4,0.1
17/10/1980,22.3,14.7,18.5,1.4
18/10/1980,18.9,11.3,15.1,1.2
19/10/1980,15.4,8.7,12.1,9.8
20/10/1980,17.7,8.9,13.3,0
21/10/1980,16.2,5.9,11.1,0
22/10/1980,17.2,5.1,11.2,0
23/10/1980,16.5,4.4,10.5,0
24/10/1980,18.7,8.8,13.7,0.6
25/10/1980,17.3,9.4,13.4,23
26/10/1980,17.9,7.8,12.9,0.1
27/10/1980,16.9,4.9,10.9,0
28/10/1980,20.4,6,13.2,0
29/10/1980,19.3,5.8,12.6,0
30/10/1980,16.3,7.2,11.8,0.2
31/10/1980,15.6,6.9,11.2,0
01/11/1980,11.9,6,8.9,0
02/11/1980,7.8,2.3,5.1,2.2
03/11/1980,3.9,0.8,2.3,32.4
04/11/1980,2.9,0.6,1.7,45.2
05/11/1980,6.2,2.2,4.2,32
06/11/1980,7.2,4.1,5.7,8.6
07/11/1980,13.7,2.7,8.2,1.6
08/11/1980,12.8,3.7,8.3,1.4
09/11/1980,9.5,7,8.2,9.8
10/11/1980,12.6,8.2,10.4,3.3
11/11/1980,9.3,2.9,6.1,0
12/11/1980,7.4,2.8,5.1,9.8
13/11/1980,8.6,3.7,6.2,5
14/11/1980,10.5,1.7,6.1,0
15/11/1980,10.1,-0.9,4.6,0
16/11/1980,12.1,2.7,7.4,0
17/11/1980,12.5,3.6,8,0
18/11/1980,11.1,7.3,9.2,0.4
19/11/1980,11.3,7.2,9.2,0
20/11/1980,10.7,4.6,7.7,0
21/11/1980,6.6,4.9,5.8,0
22/11/1980,8.4,4.9,6.6,0
23/11/1980,6.6,4.7,5.7,0
24/11/1980,6.1,3.7,4.9,0
25/11/1980,7.4,4.7,6.1,0
26/11/1980,10.7,5.6,8.2,2.6
27/11/1980,8.9,5.4,7.2,9.4
28/11/1980,6.3,3.4,4.9,0.9
29/11/1980,6.2,2.6,4.4,8.4
30/11/1980,8.3,4.4,6.4,0.8
01/12/1980,6.8,1.6,4.2,0
02/12/1980,4.5,-1.6,1.5,0
03/12/1980,3.1,-0.7,1.2,12.5
04/12/1980,4.8,-2.5,1.1,2.2
05/12/1980,5.4,-4.5,0.4,0
06/12/1980,6.6,-2.6,2,0
07/12/1980,5.3,-2.8,1.3,6
08/12/1980,4.1,-3.1,0.5,0.1
09/12/1980,3.6,-5.1,-0.8,0
10/12/1980,5,-5.2,-0.1,0
11/12/1980,6.1,-1.9,2.1,0
12/12/1980,6.4,-2.3,2,0
13/12/1980,6.7,-3.8,1.4,0
14/12/1980,3.1,-3.1,0,0
15/12/1980,6.3,1.1,3.7,0
16/12/1980,8.2,3.1,5.7,4.7
17/12/1980,6.5,4.2,5.4,1
18/12/1980,6,1.6,3.8,5.4
19/12/1980,3,1.1,2.1,3
20/12/1980,6.2,2.3,4.3,2.1
21/12/1980,7,2.1,4.6,5.4
22/12/1980,11.1,0.5,5.8,0
23/12/1980,10.1,-0.7,4.7,0
24/12/1980,9.5,-1,4.3,0
25/12/1980,9.7,-1.5,4.1,0
26/12/1980,8.1,-1.6,3.2,26.2
27/12/1980,6.3,0.1,3.2,1.8
28/12/1980,6.4,-0.9,2.8,0
29/12/1980,6.7,-2,2.3,0
30/12/1980,7.4,-3,2.2,0
31/12/1980,10.2,-3.1,3.6,0
01/01/1981,7.4,-2.5,2.5,0
02/01/1981,10.2,-2,4.1,0
03/01/1981,10.3,-1.9,4.2,0
04/01/1981,7.5,-1,3.3,0
05/01/1981,9.1,1.8,5.5,0
06/01/1981,5.9,-2.2,1.9,0
07/01/1981,5.4,-3.9,0.8,0
08/01/1981,2.3,-3.6,-0.6,0
09/01/1981,2.1,-6.5,-2.2,0
10/01/1981,2.7,-8,-2.6,0
11/01/1981,5,-7.4,-1.2,0
12/01/1981,4.6,-6.3,-0.9,0.4
13/01/1981,2.4,-0.8,0.8,16.8
14/01/1981,5.8,-2,1.9,0.2
15/01/1981,3.3,-4.6,-0.6,0
16/01/1981,6.8,-4.9,1,0
17/01/1981,5.3,-5.4,-0.1,0
18/01/1981,6.4,-2.7,1.8,0
19/01/1981,6.2,-3.9,1.1,0
20/01/1981,4.2,-3.8,0.2,7
21/01/1981,7.5,-4.6,1.4,0
22/01/1981,5.5,-4.6,0.5,0
23/01/1981,5.5,-4.3,0.6,0
24/01/1981,6.5,-4.6,1,0
25/01/1981,4.5,-5.1,-0.3,0
26/01/1981,6.9,-4.7,1.1,0
27/01/1981,6,-4.9,0.5,0
28/01/1981,2.9,-7,-2.1,0
29/01/1981,5,-6.5,-0.8,0
30/01/1981,8.1,-3.1,2.5,0
31/01/1981,10.3,-1.9,4.2,0
01/02/1981,12.4,-1.3,5.6,0
02/02/1981,13.2,-0.7,6.2,0
03/02/1981,11.4,-0.9,5.3,0
04/02/1981,10,2.7,6.4,1.8
05/02/1981,8.1,-0.8,3.7,0.1
06/02/1981,9,-2.3,3.4,0
07/02/1981,8.2,-2.1,3.1,0
08/02/1981,9.6,-2,3.8,0
09/02/1981,10.4,-2.2,4.1,0
10/02/1981,8.5,3.5,6,0.2
11/02/1981,6.3,1.6,4,18.2
12/02/1981,5.7,-0.9,2.4,0.1
13/02/1981,5.9,-1.7,2.1,0
14/02/1981,6,-4,1,0
15/02/1981,6.1,-4,1.1,0
16/02/1981,6.5,-3.9,1.3,0
17/02/1981,6.4,-1.6,2.4,0
18/02/1981,4.8,-0.8,2,4.4
19/02/1981,3.5,-1,1.3,7.6
20/02/1981,4.8,-2.2,1.3,0.1
21/02/1981,4.5,0.3,2.4,0.8
22/02/1981,7.2,0.8,4,1.7
23/02/1981,8.8,0.6,4.7,0
24/02/1981,9.1,-1.9,3.6,0
25/02/1981,7.6,-2.1,2.8,0.6
26/02/1981,8.6,0.2,4.4,0
27/02/1981,7.4,-2.2,2.6,0
28/02/1981,6.4,-2.9,1.8,0
01/03/1981,3.4,1.1,2.3,2.4
02/03/1981,3.1,1.1,2.1,1.4
03/03/1981,8.7,2.2,5.4,6.6
04/03/1981,9.1,1.5,5.3,3.2
05/03/1981,11.9,0,6,0
06/03/1981,12.3,1.8,7.1,0
07/03/1981,14,4.9,9.5,0
08/03/1981,11.7,2.9,7.3,0
09/03/1981,15.7,6.3,11,0
10/03/1981,14.3,4.3,9.3,0
11/03/1981,13.9,6.3,10.1,0
12/03/1981,14.8,7,10.9,0
13/03/1981,15,8.2,11.6,4.6
14/03/1981,15.8,4.3,10,0
15/03/1981,16.8,6.4,11.6,0.5
16/03/1981,16.3,7.7,12,0
17/03/1981,15,6.1,10.6,0.2
18/03/1981,10.9,5,8,4.4
19/03/1981,16,4.9,10.4,0
20/03/1981,16.2,3.3,9.8,0
21/03/1981,17.1,4.9,11,0
22/03/1981,16.7,5.2,11,0.1
23/03/1981,17.2,5.9,11.5,0
24/03/1981,18,7.3,12.7,0
25/03/1981,18.9,7.6,13.3,0
26/03/1981,16.7,7.7,12.2,0
27/03/1981,19,10.2,14.6,0
28/03/1981,19.5,8,13.8,0
29/03/1981,18.1,11,14.6,2.8
30/03/1981,15.3,12,13.7,1.6
31/03/1981,15.6,12.6,14.1,0.1
01/04/1981,16.7,12.1,14.4,0
02/04/1981,17.9,11,14.5,0
03/04/1981,20.1,9.7,14.9,0
04/04/1981,17.6,7.3,12.5,0
05/04/1981,15.8,7.8,11.8,0
06/04/1981,17.8,10.1,14,0
07/04/1981,20.6,8.5,14.5,0
08/04/1981,21.2,9.9,15.6,0
09/04/1981,22.6,10.8,16.7,0
10/04/1981,21.9,10.1,16,0
11/04/1981,21.4,8.6,15,0
12/04/1981,20.3,8.2,14.3,0
13/04/1981,22.5,7.6,15,0
14/04/1981,24.4,8.5,16.5,0
15/04/1981,23.4,9.6,16.5,0
16/04/1981,23.2,9.3,16.3,0.2
17/04/1981,15,7.2,11.1,3
18/04/1981,12.8,5.2,9,0
19/04/1981,14.1,1,7.6,0
20/04/1981,13,3.8,8.4,0.2
21/04/1981,13.5,6.4,9.9,0
22/04/1981,16.4,4.6,10.5,0.2
23/04/1981,14.9,8.5,11.7,0.2
24/04/1981,14.2,10.2,12.2,4.2
25/04/1981,16.2,8.9,12.6,0.1
26/04/1981,16.9,9.2,13.1,5
27/04/1981,17.4,6.5,11.9,0
28/04/1981,18.5,5.6,12.1,0
29/04/1981,18,5.3,11.7,0
30/04/1981,18.9,6.7,12.8,0
01/05/1981,21.2,8,14.6,0
02/05/1981,20.6,9.8,15.2,1
03/05/1981,14.4,9,11.7,2.8
04/05/1981,14.4,8.4,11.4,3.2
05/05/1981,18.9,4.9,11.9,0.4
06/05/1981,20.3,4.8,12.6,0
07/05/1981,21.9,7.4,14.7,0
08/05/1981,21.2,10.1,15.7,0
09/05/1981,23.3,8.6,15.9,0
10/05/1981,22.3,10.4,16.4,0.6
11/05/1981,20.4,10.7,15.6,1
12/05/1981,20,9.2,14.6,0.2
13/05/1981,17.6,11.8,14.7,4.2
14/05/1981,19.3,11.5,15.4,1.8
15/05/1981,20.6,9.8,15.2,0
16/05/1981,22,10.1,16,0
17/05/1981,23.5,12.3,17.9,0
18/05/1981,23.9,11.1,17.5,0
19/05/1981,25.1,12.3,18.7,0
20/05/1981,26.8,14.4,20.6,0
21/05/1981,27.5,15.1,21.3,0
22/05/1981,25.5,16,20.8,1.5
23/05/1981,23.8,14.1,19,0
24/05/1981,24.6,13.1,18.9,0
25/05/1981,26.6,14.8,20.7,0
26/05/1981,24.9,16.7,20.8,1.4
27/05/1981,22.1,13.3,17.7,1
28/05/1981,22.5,10.1,16.3,0
29/05/1981,23.7,11.1,17.4,0
30/05/1981,24.5,12.9,18.7,0
31/05/1981,26.8,13.6,20.2,0
01/06/1981,27.9,14.6,21.2,0
02/06/1981,28.5,15.1,21.8,0
03/06/1981,29.4,17.8,23.6,0
04/06/1981,27.8,15.5,21.7,3.6
05/06/1981,23.1,13.2,18.2,3.2
06/06/1981,23.4,15.5,19.5,0.4
07/06/1981,27.8,13.9,20.8,0
08/06/1981,28.2,16.4,22.3,0
09/06/1981,29.3,18.1,23.7,0
10/06/1981,29.7,18.6,24.1,0
11/06/1981,29,18.3,23.7,0
12/06/1981,31.8,17.1,24.5,0
13/06/1981,30.1,19.4,24.7,0
14/06/1981,28.7,18.4,23.6,0
15/06/1981,31.4,18.3,24.9,0
16/06/1981,33.2,19.9,26.5,0.1
17/06/1981,26.8,17.8,22.3,46.4
18/06/1981,18.3,12.5,15.4,7.4
19/06/1981,23.8,10.6,17.2,0
20/06/1981,22.7,11.5,17.1,0.1
21/06/1981,23.5,12.5,18,6.7
22/06/1981,16,12.4,14.2,28.4
23/06/1981,18.5,13.1,15.8,17.6
24/06/1981,25.6,14.4,20,0.1
25/06/1981,24.3,14.7,19.5,0.1
26/06/1981,20.6,15.2,17.9,6.2
27/06/1981,25.2,13.3,19.2,0.2
28/06/1981,24.3,14.8,19.6,0.4
29/06/1981,28,15.9,21.9,0
30/06/1981,26.4,14.5,20.5,0
01/07/1981,26.4,15.2,20.8,0
02/07/1981,27.5,15.6,21.6,0
03/07/1981,29.8,19,24.4,0
04/07/1981,27.8,16.7,22.3,0
05/07/1981,26.5,16.6,21.6,0
06/07/1981,27.6,16.5,22.1,0
07/07/1981,28.8,17,22.9,0
08/07/1981,29.3,18.7,24,0
09/07/1981,29,18.6,23.8,0
10/07/1981,29.6,19.3,24.4,0
11/07/1981,29.3,18.9,24.1,0
12/07/1981,30.1,19.3,24.7,0.1
13/07/1981,29.6,19.9,24.8,4.8
14/07/1981,27.3,18.1,22.7,0.7
15/07/1981,28.6,19.5,24.1,0
16/07/1981,29.2,18.3,23.7,0
17/07/1981,30.9,19.8,25.4,0
18/07/1981,26.3,16.9,21.6,3.2
19/07/1981,22.3,14.5,18.4,9.6
20/07/1981,26.3,15.3,20.8,0
21/07/1981,28.4,15,21.7,0
22/07/1981,29.5,17.1,23.3,0
23/07/1981,28.8,17.3,23.1,0
24/07/1981,28.2,17.8,23,0
25/07/1981,26.8,16,21.4,0
26/07/1981,22.7,14.9,18.8,1.8
27/07/1981,25.6,13.7,19.7,0
28/07/1981,27.3,13.9,20.6,0
29/07/1981,27.6,16.1,21.8,0
30/07/1981,28.3,16.8,22.5,0
31/07/1981,29,18.6,23.8,0
01/08/1981,29.5,19.1,24.3,0
02/08/1981,31.2,19.2,25.2,0
03/08/1981,32.6,20.7,26.7,0
04/08/1981,32.5,21.8,27.2,0
05/08/1981,31.3,20.8,26,0
06/08/1981,30.8,21.2,26,0
07/08/1981,31.4,20.1,25.8,0
08/08/1981,30.9,20.1,25.5,0
09/08/1981,30,20.1,25.1,4.2
10/08/1981,29.2,18.2,23.7,0
11/08/1981,28.2,16.6,22.4,35
12/08/1981,23.8,16.6,20.2,9.8
13/08/1981,27,17.7,22.4,1.1
14/08/1981,28.9,18.4,23.6,0
15/08/1981,29.4,17.4,23.4,0
16/08/1981,31,18.5,24.7,0
17/08/1981,29.2,18.3,23.7,14.8
18/08/1981,25.2,16.1,20.7,0
19/08/1981,26.1,14.5,20.3,0
20/08/1981,26.8,16.9,21.8,0
21/08/1981,24.3,16.9,20.6,10.1
22/08/1981,25,16.2,20.6,0
23/08/1981,26.5,15.2,20.9,8
24/08/1981,24.8,14.6,19.7,0
25/08/1981,24.9,13.3,19.1,0
26/08/1981,25.1,13.5,19.3,0
27/08/1981,26.7,13.2,19.9,0
28/08/1981,27.4,15.7,21.5,0
29/08/1981,25.8,16.5,21.2,0
30/08/1981,27.5,17.7,22.6,0
31/08/1981,27.5,18.1,22.8,0
01/09/1981,26.4,17.4,21.9,0
02/09/1981,24.6,17.3,21,1
03/09/1981,22,15.2,18.6,18.4
04/09/1981,19.6,15.2,17.4,48.2
05/09/1981,21.9,14.9,18.4,6.1
06/09/1981,24.7,13.6,19.2,0
07/09/1981,25.2,14.4,19.8,0
08/09/1981,25.9,13.9,19.9,0.2
09/09/1981,26.3,16.1,21.2,1.4
10/09/1981,23,17.9,20.5,33.6
11/09/1981,24.7,17,20.9,0.2
12/09/1981,25.9,15.8,20.9,0
13/09/1981,26.2,15.7,21,0
14/09/1981,25.3,16.7,21,1.8
15/09/1981,23.3,12,17.7,0
16/09/1981,23.9,11.4,17.7,0
17/09/1981,24.9,13.4,19.1,0
18/09/1981,24.9,14.1,19.5,0
19/09/1981,26.7,15.9,21.3,0.5
20/09/1981,28.6,17.4,23,0
21/09/1981,29.7,17.6,23.6,0
22/09/1981,29.3,20,24.6,0
23/09/1981,28.4,18.2,23.3,19.2
24/09/1981,22.2,17.4,19.8,20.8
25/09/1981,24.7,14.1,19.4,0
26/09/1981,25.5,15.6,20.6,0
27/09/1981,22.5,16.8,19.7,4.4
28/09/1981,20.6,14.2,17.4,5.6
29/09/1981,20.1,13.1,16.6,12.8
30/09/1981,22.7,11.8,17.2,0.4
01/10/1981,21.8,12.7,17.3,0
02/10/1981,17.8,13.4,15.6,7.2
03/10/1981,22.4,11.3,16.8,0
04/10/1981,23.8,15.6,19.7,0
05/10/1981,25.1,15.2,20.1,0
06/10/1981,22.4,14.6,18.5,0.2
07/10/1981,22.5,15.3,18.9,0
08/10/1981,23.2,15.3,19.3,0
09/10/1981,22,13.1,17.6,0.2
10/10/1981,22.8,13.4,18.1,0
11/10/1981,23.3,13.7,18.5,0
12/10/1981,19.4,10.3,14.9,0
13/10/1981,21.4,8.6,15,0
14/10/1981,18.8,8.2,13.5,0
15/10/1981,20.4,10.5,15.5,0
16/10/1981,21.4,10.3,15.9,0
17/10/1981,21.6,10.6,16.1,0
18/10/1981,19,10.1,14.6,0
19/10/1981,19.3,12.8,16.1,0.1
20/10/1981,20,13.4,16.7,0
21/10/1981,19.3,13.2,16.2,0
22/10/1981,17.7,7.5,12.6,12.2
23/10/1981,16.4,5.6,11,16.6
24/10/1981,14.9,4.9,9.9,4.8
25/10/1981,15.2,3.2,9.2,0.1
26/10/1981,14.1,7.6,10.9,1.4
27/10/1981,13.8,7,10.4,0.1
28/10/1981,16.1,4.8,10.4,0
29/10/1981,16.1,4.7,10.4,0
30/10/1981,15.6,6.9,11.2,0
31/10/1981,16.9,9.2,13,0.2
01/11/1981,18.2,6.5,12.4,0
02/11/1981,17.1,6.9,12,0.2
03/11/1981,14.1,6.9,10.5,0.2
04/11/1981,11.6,8.6,10.1,0
05/11/1981,11.7,9,10.3,0
06/11/1981,15.1,7.4,11.3,0
07/11/1981,12.4,5.6,9,3.4
08/11/1981,10,1.5,5.8,0
09/11/1981,10,-0.3,4.9,1.8
